#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;x
TECH_APP_LD_26_NAME;Blitzkrieg Doctrine;Doctrine de la Blitzkrieg;Dottrina della Blitzkrieg;Doctrina de la 'Blitzkrieg';Blitzkriegdoktrin;Doktryna Blitzkriegu;;Áëèöêðèã;;;x
TECH_APP_LD_26_DESC;;;;;;;;;;;x
TECH_CMP_LD_26_1_NAME;Concentrated combined arms employment;Emploi de concentration d’armées combinées;Utilizzo concentrato delle forze armate combinate;Uso concentrado de armamento combinado;Einsatz konzentrierter kombinierter Waffengattungen;Skoncentrowana dyslokacja po³¹czonych wojsk;;Êîíöåíòðèðîâàííîå îáùåâîéñêîâîå ðàçâåðòûâàíèå;;;x
TECH_CMP_LD_26_2_NAME;Gefechtsaufklaerung (fighting recon.);Gefechtsaufklaerung;Gefechtsaufklaerung;'Gefechtsaufklaerung';Gefechtsaufklärung;Gefechtsaufklaerung;;Òàêòè÷åñêàÿ ðàçâåäêà;;;x
TECH_CMP_LD_26_3_NAME;Low level independent commands;Commandes indépendantes 1er niveau;Comandi indipendenti di basso livello;Mandos independientes de bajo nivel;Unabhängige Kommandos auf niedriger Stufe;Niezale¿ne dowodzenie niskiego szczebla;;Íåçàâèñèìîå êîìàíäîâàíèå íèçêîãî óðîâíÿ;;;x
TECH_CMP_LD_26_4_NAME;Forward air controllers;Contrôleurs aériens avancés;Controllo aereo avanzato;Controladores aéreos avanzados;Vorgeschobene Luftlotsen;Kontrolerzy naprowadzania lotnictwa;;Ïåðåäîâîå íàáëþäåíèå ñ âîçäóõà;;;x
TECH_CMP_LD_26_5_NAME;Advanced Infantry - Armor cooperation;Infanterie III – coopération blindés;Cooperazione avanzata fanteria-forze corazzate;Cooperación avanzada de infantería y blindados;Fortschr. Zusammenarbeit zw. Panzern und Infanterie;Zaawansowana wspó³praca piechota-pancerni;;Óñîâåðøåíñòâîâàííîå âçàèìîäåéñòâèå ñ òàíêàìè;;;x
TECH_APP_LD_27_NAME;Kampfgruppe Doctrine;Doctrine de kampfgruppe;Dottrina Kampfgruppe;Doctrina del 'Kampfgruppe';Kampfgruppendoktrin;Doktryna Kampfgruppe;;Ñîçäàíèå áîåâûõ ãðóïï;;;x
TECH_APP_LD_27_DESC;;;;;;;;;;;x
TECH_CMP_LD_27_1_NAME;Self propelled support elements;Éléments de soutien AM;Elementi di supporto a propulsione;Elementos de apoyo autopropulsados;Unterstützungselemente auf Selbstfahrlafette;Samobie¿ne jednostki wsparcia;;Ñàìîñòîÿòåëüíîå ïåðåäâèæåíèå âñïîìîã. îòðÿäîâ;;;x
TECH_CMP_LD_27_2_NAME;Operational Reconnaissance Tactics;Tactiques de reconnaissance opérationnelle;Tattica di ricognizione operativa;Tácticas de reconocimiento operacional;Operative Aufklärungstaktik;Taktyka rozpoznania operacyjnego;;Òàêòèêà îïåðàòèâíîé ðàçâåäêè;;;x
TECH_CMP_LD_27_3_NAME;Low level attachments;Affectations 1er niveau;Aggregazione di basso livello;Agregados de bajo nivel;Angegliederte Einheiten niedriger Stufe;Pododdzia³y niskiego szczebla;;Âêëþ÷åíèå â ñîñòàâ åäèíèö íèçêîóðîâí.ïîäðàçä.;;;x
TECH_CMP_LD_27_4_NAME;Self-sufficient combat elements;Éléments de combat autonomes;Elementi di combattimento autosufficienti;Elementos de combate autosuficientes;Unabhängige Kampfelemente;Samowystarczalne jednostki szturmowe;;Ñàìîñòîÿòåëüíûå ïîäðàçäåëåíèÿ;;;x
TECH_CMP_LD_27_5_NAME;Infantry mounted combat tactics;Tactiques de combat infanterie montée;Tattica di combattimento fanteria mobile;Tácticas de combate montado de infantería;Gefechtstaktik mit aufgesessener Infanterie;Taktyka ataków kawalerii;;Áîåâûå ìàøèíû ïåõîòû;;;x
TECH_APP_LD_28_NAME;Firebrigade Doctrine;Doctrine de la brigade des sapeurs;Dottrina della brigata di fuoco;Doctrina del cuerpo;Feuerwehrdoktrin;Doktryna grupy ogniowej;;Êîíöåïöèÿ îãíåâûõ áðèãàä;;;x
TECH_APP_LD_28_DESC;;;;;;;;;;;x
TECH_CMP_LD_28_1_NAME;Fluid battle mentality;Mentalité bataille fluide;Mentalità di combattimento fluido;Mentalidad del combate fluido;Fließende-Schlacht-Mentalität;Mentalnoœæ p³ynnej walki;;Ãèáêîå âåäåíèå áîÿ;;;x
TECH_CMP_LD_28_2_NAME;Flexible combat formations;Formations de combat flexibles;Formazioni di combattimento flessibili;Formaciones de combate flexibles;Flexible Kampfformationen;Elastyczne formacje bitewne;;Ãèáêîå áîåâîå ïîñòðîåíèå;;;x
TECH_CMP_LD_28_3_NAME;Attack from march formation;Capacités d’attaque de formation au pas;Capacità di attacco durante la marcia;Capacidad de ataque desde formación de marcha ;Angriff aus Marschformationen heraus;Zdolnoœæ ataku z marszu;;Àòàêà ñ ìàðøà;;;x
TECH_CMP_LD_28_4_NAME;Advanced C3 capability;Capacités C3 III;Capacità C3 avanzata;Capacidad avanzada de C3;Fortschrittliche C3-Fähigkeit;Zaawansowana zdolnoœæ rozpozn. i dowodzenia;;Óñîâåðøåíñòâîâàííîå êîìàíäîâàíèå è ñâÿçü;;;x
TECH_CMP_LD_28_5_NAME;Deploying subunits;Déploiement de sous-unités;Dispiegamento di sotto-unità;Despliegue de subunidades;Untereinheiteneinsatz;Dyslokacja pododdzia³ów;;Ïåðåäèñëîêàöèÿ ïîäðàçäåëåíèé;;;x
TECH_APP_LD_29_NAME;Spearhead HQs;QG du fer de lance blindé;QG avanzati;EM de punta de ataque;Speerspitzen-HQs;Wysuniête punkty dow.;;Øòàá íà ïåðåäîâîé;;;x
TECH_APP_LD_29_DESC;;;;;;;;;;;x
TECH_CMP_LD_29_1_NAME;Deep Reconnaissance Focus;Accent sur reconnaissance en profondeur;Importanza della ricognizione avanzata;Concentración en el reconocimiento a fondo;Tiefenaufklärungsfokus;Nacisk na g³êboki zwiad;;Ãëóáèííàÿ ðàçâåäêà;;;x
TECH_CMP_LD_29_2_NAME;Advanced sub-unit SOP;IPO sous-unité III;Procedure operative standard sotto-unità avanzate;Subunidad avanzada de rutina;Fortschr. Standardoperationsanweisung für Untereinheiten;Zaawansowany podjednostkowy SOP;;Óñîâåðø. ïîðÿäîê äåéñòâèé ïîäðàçäåëåíèé;;;x
TECH_CMP_LD_29_3_NAME;Territorial zones of responsibility;Zones territoriales de responsabilité;Settori di responsabilità territoriale;Zonas de responsabilidad territorial;Territoriale Verantwortungsbereiche;Terytorialne strefy odpowiedzialnoœci;;Òåððèòîðèàëüíûå çîíû îòâåòñòâåííîñòè;;;x
TECH_CMP_LD_29_4_NAME;Enemy Disorganization Focus;Accent sur désorganisation de l’ennemi;Importanza della disorganizzazione del nemico;Concentración en el desconcierto del enemigo;Fokus auf Desorganisierung des Feindes;Nacisk na dezorganizacjê wroga;;Äåçîðãàíèçàöèÿ ïðîòèâíèêà;;;x
TECH_CMP_LD_29_5_NAME;Self-sustaining units;Unités autonomes;Unità autosufficienti;Unidades autosuficientes;Selbstversorgende Einheiten;Jednostki samowystarczalne;;Ñàìîñòîÿòåëüíûå ïîäðàçäåëåíèÿ;;;x
TECH_APP_LD_30_NAME;Human Wave Doctrine;Doctrine de la vague humaine;Dottrina della marea umana;Doctrina de la oleada humana;Doktrin für menschliche Welle;Doktryna fali piechoty;;Êîíöåïöèÿ ìàññèðîâàííîãî áîÿ;;;x
TECH_APP_LD_30_DESC;;;;;;;;;;;x
TECH_CMP_LD_30_1_NAME;High Echelon Fire Support;Appui-feu échelon supérieur;Fuoco di copertura elevato a scaglione;Fuego de apoyo de escalón superior;Feuerunterstützung mit hoher Staffelung;Wsparcie ogniowe du¿ego eszelonu;;Ýøåëîíèðîâàííàÿ îãíåâàÿ ïîääåðæêà;;;x
TECH_CMP_LD_30_2_NAME;Advance under fire;Traverser feu ennemi;Avanzata sotto il fuoco;Avance bajo el fuego;Vorrücken unter Beschuss;Natarcie pod ostrza³em nieprzyjaciela;;Ïðîäâèæåíèå ïîä îãíåì;;;x
TECH_CMP_LD_30_3_NAME;General staff planning;Planification état-major;Pianificazione generale del personale;Planificación general del estado mayor;Generalstabsplanung;Planowanie w sztabie generalnym;;Îáùåå ïëàíèðîâàíèå;;;x
TECH_CMP_LD_30_4_NAME;Blocking detachments;Blocage des détachements;Distaccamenti di blocco;Destacamentos de contención;Sperrabteilung;Pododdzia³y os³aniaj¹ce;;Çàãðàäîòðÿäû;;;x
TECH_CMP_LD_30_5_NAME;Officer training - Frunze method;Instruction officier – méthode Frunze;Addestramento ufficiale - Metodo Frunze;Instrucción de oficiales: método de Frunze;Offiziersausbildung nach Frunze-Methode;Trening oficerski-metoda Frunze;;Ïîäãîòîâêà êîìàíäíîãî ñîñòàâà - ìåòîä Ôðóíçå;;;x
TECH_APP_LD_31_NAME;Large Front Doctrine;Doctrine du grand front;Dottrina del fronte esteso;Doctrina del gran frente;Doktrin für breite Front;Doktryna szerokiego frontu;;Äîêòðèíà øèðîêîãî ôðîíòà;;;x
TECH_APP_LD_31_DESC;;;;;;;;;;;x
TECH_CMP_LD_31_1_NAME;Artillery divisions;Divisions d’artillerie;Divisioni di artiglieria;Divisiones de artillería;Artilleriedivisionen;Dywizje artyleryjskie;;Àðòèëëåðèéñêèå äèâèçèîíû;;;x
TECH_CMP_LD_31_2_NAME;Wide attack area;Zone d’attaque étendue;Zona d'attacco ampia;Área de ataque amplia;Breiter Angriffsbereich;Atak szerokostrefowy;;Øèðîêàÿ îáëàñòü àòàêè;;;x
TECH_CMP_LD_31_3_NAME;Tactical unit - Battalion;Unité tactique - Bataillon;Unità tattica - Battaglione;Unidad táctica: Batallón;Batallion als taktische Einheit;Jednostka taktyczna-batalion;;Òàêòè÷åñêàÿ åäèíèöà - áàòàëüîí;;;x
TECH_CMP_LD_31_4_NAME;Multiple blocking detachments;Blocages multiples des détachements;Distaccamenti di blocco multipli;Múltiples destacamentos de contención;Mehrere Sperrabteilungen;Wiele pododdzia³ów os³aniaj¹cych;;Ìíîæåñòâåííûå çàãðàäîòðÿäû;;;x
TECH_CMP_LD_31_5_NAME;Discourage NCO initiative;Décourager initiatives de s/off;Iniziativa sottufficiali scoraggiata;Desalentar la iniciativa de los suboficiales;Vom Unteroffizierseinsatz absehen;Odejœcie od inicjatywy podoficerów;;Îãðàíè÷åííûå ïîëíîìî÷èÿ ñåðæàíòñêîãî ñîñòàâà;;;x
TECH_APP_LD_32_NAME;Pocket Defense Doctrine;Doctrine de la défense de parcelle;Dottrina della sacca difensiva;Doctrina de las bolsas de defensa;Kesselverteidigungsdoktrin;Doktryna obrony strefowej;;Îáîðîíà â îêðóæåíèè;;;x
TECH_APP_LD_32_DESC;;;;;;;;;;;x
TECH_CMP_LD_32_1_NAME;Artillery groups;Groupes d’artillerie;Gruppi di artiglieria;Agrupación artillera;Artilleriegruppen;Grupy artyleryjskie;;Àðòèëëåðèéñêèå áàòàðåè;;;x
TECH_CMP_LD_32_2_NAME;All-around defence;Défense complète;Difesa globale;Defensa periférica;Rundumverteidigung;Obrona dookólna;;Êðóãîâàÿ îáîðîíà;;;x
TECH_CMP_LD_32_3_NAME;Detailed army command planning;Programme de commande militaire détaillé;Pianificazione e comando dettagliati;Planificación detallada del mando del ejército;Detaillierte Armeebefehlsplanung;Szczegó³owe planowanie wojskowe;;Äåòàëüíîå ïëàíèðîâàíèå;;;x
TECH_CMP_LD_32_4_NAME;Collective responsibility Mentality;Mentalité de responsabilité collective;Mentalità di responsabilità collettiva;Mentalidad de la responsabilidad colectiva;Kollektive-Verantwortung-Mentalität;Mentalnoœæ odpowiedzialnoœci zbiorowej;;Ïñèõîëîãèÿ êîëëåêòèâíîé îòâåòñòâåííîñòè;;;x
TECH_CMP_LD_32_5_NAME;Static machine guns;Mitrailleuses statiques;Mitragliatrici fisse;Ametralladoras fijas;Statisches Maschinengewehr;Stacjonarne karabiny maszynowe;;Ïóëåìåòíûå ãíåçäà;;;x
TECH_APP_LD_33_NAME;Deep Operations Doctrine;Doctrine des opérations dans la profondeur;Dottrina delle operazioni in profondità;Doctrina de operaciones en profundidad;Doktrin für Operationen in der Tiefe;Doktryna g³êbokich operacji;;Íàíåñåíèå óäàðîâ ïî òûëó;;;x
TECH_APP_LD_33_DESC;;;;;;;;;;;x
TECH_CMP_LD_33_1_NAME;Mechanized forward elements;Éléments avant mécanisés;Elementi meccanizzati avanzati;Elementos avanzados mecanizados;Mechanisierte vorgeschobene Elemente;Zmechanizowane jednostki przednie;;Ìåõàíèçèðîâàííûå ïåðåäîâûå ïîäðàçäåëåíèÿ;;;x
TECH_CMP_LD_33_2_NAME;Self-sufficient commands;Commandements autonomes;Comandi autosufficienti;Mandos autosuficientes;Unabhängige Kommandos;Samowystarczalne stanowiska dowodzenia;;Ñàìîñòîÿòåëüíîå ïðèíÿòèå ðåøåíèé;;;x
TECH_CMP_LD_33_3_NAME;Forward command posts;Postes de commandement avancés;Posti di comando avanzati;Puestos de mando avanzados;Vorgeschobene Kommandoposten;Polowe stanowiska dowodzenia;;Ïåðåäîâûå êîìàíäíûå ïóíêòû;;;x
TECH_CMP_LD_33_4_NAME;Long-Range reconnaissance;Reconnaissance lointaine;Ricognizione di lungo raggio;Reconocimiento de larga distancia;Langstreckenaufklärung;Daleki zwiad;;Ðàçâåäêà äàëüíåãî äåéñòâèÿ;;;x
TECH_CMP_LD_33_5_NAME;Tactical unit - Company;Unité tactique - Compagnie;Unità tattica - Compagnia;Unidad táctica: Compañía;Kompanie als taktische Einheit;Jednostka taktyczna-kompania;;Òàêòè÷åñêàÿ åäèíèöà - ðîòà;;;x
TECH_APP_LD_34_NAME;Defense in Depth;Défense en profondeur;Difesa in profondità;Defensa en profundidad;Tiefenverteidigung;G³êboka defensywa;;Ãëóáîêàÿ îáîðîíà;;;x
TECH_APP_LD_34_DESC;;;;;;;;;;;x
TECH_CMP_LD_34_1_NAME;Counterpreparating artillery fire;Contre-préparation tir d’artillerie;Fuoco di artiglieria di risposta;Contradisposición de fuego de artillería;Gegenangriffsartilleriefeuer;Kontrprzygotowawczy ogieñ artyleryjski;;Êîíòðàðòîáñòðåë;;;x
TECH_CMP_LD_34_2_NAME;Anti-tank gun fronts;Fronts de canons antichars;Cannoni anti-carro frontali;Frentes de cañón anticarro;Panzerabwehrfront;Frontowe linie przeciwpancerne;;Ïðîòèâîòàíêîâûå ðóæüÿ;;;x
TECH_CMP_LD_34_3_NAME;Army reserves ;Réserves militaires;Riserve dell'esercito;Reservas del ejército;Armeereserven;Rezerwy armii;;Àðìåéñêèå ðåçåðâû;;;x
TECH_CMP_LD_34_4_NAME;Layered minefields ;Champs de mines multidimensionnel;Campi minati stratificati;Campos minados superpuestos;Gestaffelte Minenfelder;Instalacje pól minowych;;Ìíîãîóðîâíåâûå ìèííûå ïîëÿ;;;x
TECH_CMP_LD_34_5_NAME;Large formation camouflage ;Camouflage grosse formation;Mimetizzazione formazioni grandi;Camuflaje de gran formación;Tarnung großer Formationen;Kamufla¿ du¿ych formacji;;Ìàñêèðîâêà êðóïíûõ ïîäðàçäåëåíèé;;;x
TECH_APP_LD_35_NAME;Large Formation SOP Doctrine;Doctrine IPO grosse formation;Dottrina POS formazione grande;Doctrina de rutina de gran formación;Standardoperationsanweisungsdoktrin für Großverbände;Doktryna SOP du¿ych formacji;;Ïîðÿäîê äåéñòâèé êðóïíûõ ôîðìèðîâàíèé;;;x
TECH_APP_LD_35_DESC;;;;;;;;;;;x
TECH_CMP_LD_35_1_NAME;Operational deception;Déception opérationnelle;Inganno operativo;Engaño operacional;Operative Täuschung;Podstêp operacyjny;;Îïåðàòèâíàÿ äåçèíôîðìàöèÿ;;;x
TECH_CMP_LD_35_2_NAME;Maskirovka;Maskirovka;Maskirovka;'Maskirovka';Militärische Irreführung;Maskirovka;;Ìàñêèðîâêà;;;x
TECH_CMP_LD_35_3_NAME;Mobile command posts ;Postes de commandement mobiles;Posti di comando mobili;Puestos de mando móviles;Mobile Kommandoposten;Mobilne punkty dowodzenia;;Ìîáèëüíûå êîìàíäíûå ïóíêòû;;;x
TECH_CMP_LD_35_4_NAME;Counter-reconnaissance ;Contre-reconnaissance ;Contro-ricognizione;Contrarreconocimiento;Gegenaufklärung;Kontrrekonesans;;Êîíòððàçâåäêà;;;x
TECH_CMP_LD_35_5_NAME;Organic tank battalions ;Bataillons de chars organiques;Battaglioni di carri coordinati;Batallones integrales de tanques;Organische Panzerbatallione;Naturalne bataliony czo³gów;;Îðãàíèçîâàííûå òàíêîâûå áàòàëüîíû;;;x
TECH_APP_LD_36_NAME;Breakthrough Priority Doctrine;Doctrine de la priorité innovatrice;Dottrina della priorità sullo sfondamento;Doctrina de la prioridad de la penetración;Durchbruchsprioritätsdoktrin;Doktryna priorytetu prze³amania;;Ïðèîðèòåò òàêòèêè ïðîðûâà;;;x
TECH_APP_LD_36_DESC;;;;;;;;;;;x
TECH_CMP_LD_36_1_NAME;Bind enemy in depth operations;Opérations en profondeur de blocage de l’ennemi;Nemico impegnato in operazioni in profondità;Comprometer al enemigo en operaciones de profundidad;Feind mit Operationen in der Tiefe binden;Operacje zwi¹zania przeciwnika walk¹;;Äîëãîñðî÷íîå ñâÿçûâàíèå ïðîòèâíèêà;;;x
TECH_CMP_LD_36_2_NAME;Counterattack disruption priority;Priorité de perturbation de contre-attaque;Priorità sul disturbo del contrattacco;Prioridad del desbaratamiento del contraataque;Gegenangriffsunterbrechungspriorität;Priorytet uniemo¿liwienia kontrataku;;Äåçîðãàíèçàöèÿ êîíòðàòàê;;;x
TECH_CMP_LD_36_3_NAME;Staff - Enemy assessment;État-major – évaluation de l’ennemi;Ufficiali: valutazione nemico;Estado mayor: Evaluación del enemigo;Feindeinschätzung durch den Stab;Ocena strategiczna wroga;;Îöåíêà âîçìîæíîñòåé âðàãà;;;x
TECH_CMP_LD_36_4_NAME;Strict formation coordination;Coordination de formation stricte;Coordinamento rigido della formazione;Coordinación estricta de la formación;Strikte Formationskoordination;Œcis³a kontrola formacji;;Ñòðîãîå ïîääåðæàíèå áîåâîãî ïîñòðîåíèÿ;;;x
TECH_CMP_LD_36_5_NAME;Prolonged endurance;Endurance prolongée;Resistenza prolungata;Resistencia prolongada;Verlängertes Durchhalten;Wyd³u¿ona wytrzyma³oœæ;;Äëèòåëüíîå ñîïðîòèâëåíèå;;;x
TECH_APP_LD_37_NAME;Movement Speed Offensive Doctrine;Doctrine de l’offensive en mouvement rapide;Dottrina offensiva della velocità di spostamento;Doctrina de la ofensiva rápida;Doktrin für Geschwindigkeitsoffensiven;Doktryna utrzymania prêdkoœci natarcia;;Òàêòèêà áûñòðîãî íàñòóïëåíèÿ;;;x
TECH_APP_LD_37_DESC;;;;;;;;;;;x
TECH_CMP_LD_37_1_NAME;Airmobile combined-arms formations;Formations armées combinées aéromobiles;Formazioni aviotrasportate di armi  combinate;Formaciones aeromóviles de armamento combinado;Formationen luftbeweglicher kombinierter Waffengattungen;Po³¹czone formacje transportowane lotniczo;;Àâòîìîáèëüíûå êîìáèíèðîâàííûå âîéñêà;;;x
TECH_CMP_LD_37_2_NAME;Deep penetration raids;Raids de pénétration profonde;Incursioni in profondità;Incursiones de gran penetración;Tief eindringende Überfälle;G³êbokie rajdy penetracyjne;;Òûëîâûå ðåéäû;;;x
TECH_CMP_LD_37_3_NAME;Multi-dimensional offensives;Offensives multidimensionnelles;Offensive multi-direzionali;Ofensivas multidimensionales;Mehrdimensionale Offensiven;Ofensywy wielowymiarowe;;Ìíîæåñòâåííîå íàñòóïëåíèå;;;x
TECH_CMP_LD_37_4_NAME;Specialized anti-recon detachments;Détachements anti-reconnaissance spécialisés;Distaccamenti anti-ricognizione specializzati;Destacamentos especializados en antirreconocimiento;Spezialisierte Anti-Aufklärungs-Abteilungen;Specjalizowane oddzia³y kontrrekonesansowe;;Ñïåöèàëüíûå ïîäðàçäåëåíèÿ êîíòððàçâåäêè;;;x
TECH_CMP_LD_37_5_NAME;Camouflaged lines of departure;Lignes de départ camouflées;Linee di avvio mimetizzate;Líneas de partida camufladas;Getarnte Ablauflinien;Zakamuflowane linie dyslokacji;;Ìàñêèðîâêà ïåðåäîâîé ëèíèè;;;x
#;;;;;;;;;;;x
TECH_AD_NAME;Air Doctrine;Doctrine aérienne;Dottrine aeree;Doctrina aérea;Luftdoktrinen;Doktryny lotnicze;;Äîêòðèíû ÂÂÑ;;;x
TECH_AD_DESC;These air doctrines were introduced sometimes by directives based on theoretical knowledge and sometimes by trial and error process. They all cover the tactical, organizational and strategic aspects of air combat. There are modular branches representing different areas of the air war. The Battlefield Destruction is efficient close air support, Operational Destruction is efficient tactical bombing capability and Strategic Destruction is efficient strategic bombing capability. The first two doctrines also provide Offensive Fighter capability while the latter two give Defensive Fighter capability.;Ces doctrines aériennes étaient parfois introduites par des directives qui s’appuyaient sur des connaissances théoriques, voire par des essais empiriques et des processus de recherches et d’erreurs. Elles englobent toutes les aspects tactiques, organisationnels et stratégique du combat aérien. Les arborescences disposent de branches modulaires qui représentent diverses zones de la guerre aérienne. Les modules de Destruction du champ de bataille fournissent un BEP efficace, les modules de Destruction opérationnelle vous donnent de bonnes capacités de bombardement technique, et la Destruction stratégique vous donne de bonnes capacités de bombardement stratégique. Les deux premières zones de modules vous confèrent également des capacités de Chasseur offensif, et les deux dernières des capacités de Chasseur défensif.;Queste dottrine aeree sono state introdotte in alcuni casi in seguito a direttive puramente teoriche e, in altre occasioni, grazie all'esperienza sul campo. Coprono tutti gli aspetti tattici, organizzativi e strategici del combattimento aereo. I tre settori esistenti rappresentano i diversi aspetti della guerra aerea: la distruzione del campo di battaglia fornisce supporto aereo ravvicinato, la distruzione operativa garantisce dottrine di bombardamento tattico efficienti, la distruzione strategica si concentra sul bombardamento di carattere strategico. Nei primi due casi si dispone di capacità di attacco con i caccia, mentre nell'ultimo i caccia svolgono ruolo difensivo.;Estas doctrinas aéreas se debieron a veces a directivas basadas en el conocimiento teórico y otras al proceso empírico de prueba y error. Todas ellas cubren los aspectos tácticos, organizativos y estratégicos del combate aéreo. El árbol principal tiene ramificaciones separadas que representan las distintas áreas de la guerra en el aire. Los módulos de destrucción del campo de batalla proporcionan apoyo aéreo eficaz, los de destrucción operacional otorgan una eficiente capacidad de bombardeo táctico y los de destrucción estratégica conceden una capacidad eficaz de bombardeo estratégico. Las dos primeras áreas modulares otorgan también capacidades de cazas de ataque, y las dos últimas proporcionan capacidades de caza de defensa.;Diese Luftdoktrinen wurden manchmal von Richtlinien eingeführt, die auf theoretischem Wissen und manchmal auf Prozessen der empirischen Versuch- und Irrtumsmethode beruhten. Sie decken alle taktischen, organisatorischen und strategischen Aspekte des Luftgefechts ab. Der Baum verfügt über verschiedene veränderbare Module des Luftkriegs. Schlachtfeld-Zerstörung bietet die nötige Unterstützung von Sturzkampfbombern, Operationale Zerstörung bietet sie taktischen Bombern und Strategische Zerstörung strategischen Bombern. Die ersten beiden Module bieten außerdem Offensiv-Jäger- und die beiden letzteren Module Devensiv-Jäger-Fähigkeiten.;Doktryny lotnicze by³y rozwijane raz w oparciu o dyrektywy bazuj¹ce na wiedzy teoretycznej, a raz w procesie prób i b³êdów. Wszystkie pokrywaj¹ taktyczne, organizacyjne oraz strategiczne aspekty walki w powietrzu. Drzewo rozwoju ma budowê modu³ow¹, reprezentuj¹c¹ ró¿ne p³aszczyzny walki prowadzonej w powietrzu. Modu³ zniszczenia pola walki daje efektywne wsparcie lotnicze, modu³ zniszczenia operacyjnego pozwala wydajnie bombardowaæ taktycznie, zaœ modu³ zniszczenia strategicznego daje efektywne naloty strategiczne. Dwa pierwsze daj¹ myœliwcom zdolnoœci ofensywne, a dwa ostatnie - defensywne.;;Âîåííî-âîçäóøíûå äîêòðèíû ðàçðàáàòûâàëèñü íà îñíîâå òåîðåòè÷åñêèõ çíàíèé èëè ïîñðåäñòâîì ïðîá è îøèáîê, íà îñíîâå îïûòà. Âñå îíè çàòðàãèâàþò òàêòè÷åñêèå, îðãàíèçàöèîííûå è ñòðàòåãè÷åñêèå àñïåêòû âåäåíèÿ âîçäóøíîãî áîÿ. Äåðåâî òåõíîëîãèé èìååò ðàçëè÷íûå ìîäóëè ñîîòâåòñòâóþùèå ðàçíûì àñïåêòàì âîçäóøíîãî áîÿ. Ìîäóëè Ðàçðóøåíèÿ ïîëÿ áîÿ ïîçâîëÿþò ðàçðàáàòûâàòü ýôôåêòèâíûå ñïîñîáû ïîääåðæêè âîçäóøíûõ îïåðàöèé, ìîäóëè Îïåðàòèâíîãî ðàçðóøåíèÿ ðàçâèâàþò òàêòè÷åñêîå áîìáîìåòàíèå, à ìîäóëè Ñòðàòåãè÷åñêîãî ðàçðóøåíèÿ ðàçâèâàþò ñòðàòåãè÷åñêóþ áîìáàðäèðîâêó. Ïåðâûå äâà ìîäóëÿ òàêæå óñèëèâàþò àòàêó èñòðåáèòåëåé, à äâà ïîñëåäíèõ - çàùèòó èñòðåáèòåëåé.;;;x
